,name,youtube_code,namu_code,혐오,행복,중립,슬픔,분노,놀람,공포
473,아구이뽀 A924,/channel/UCEn8UcA-PNu5ZKr6tZdJ4Kw,아구이뽀,0,0,0,0,0,0,0
474,라온스럽게 Be Like Raon Lee,/channel/UCJVsjpZqtve-SZ11U8jmH_g,이라온(유튜버),0,0,0,0,0,0,0
475,기가막힌사람,/channel/UC9V4iFRjgNUaPRPgvSgSlxA,기가막힌사람,0,0,0,0,0,0,0
476,오늘의 매드무비,/channel/UCcjFBc6EZ76yJarqU1AYuhA,매드 무비,0,0,0,0,0,0,0
477,Companytube,/channel/UCpmGKHhLg6QmdDg03Zds8Fg,,0,0,0,0,0,0,0
478,John James,/channel/UCs2QSZ8p8OjLUWUllNTpPZA,르브론 제임스,0,0,0,0,0,0,0
479,ㅇyㅇ,/channel/UCm6Y-gVqhlhX4FzrJCtsSzg,ㅇyㅇ,0,0,0,0,0,0,0
480,선비방송,/channel/UCIwrzpUgafk5ZD14BaSVdGQ,선비방송,0,0,0,0,0,0,0
481,무결의 VR게임,/channel/UCprxjd4bxAiNAxg947wvrmA,무결,0,0,0,0,0,0,0
482,SM TV [SeoMin TV],/channel/UC6k_2mRnYn8b-W-pKtBy85w,병신TV,0,0,0,0,0,0,0
483,Dmonk,/channel/UCvlZOzv_B0GD9VLqdsGWfcQ,디몽크,0,0,0,0,0,0,0
484,GameDO,/channel/UCnhZk0ebU5fm9oazpCtc_Sg,GameDO,0,0,0,0,0,0,0
485,허샘,/channel/UCnCeDIkExSpULGqmpj5oafg,허샘,0,0,0,0,0,0,0
486,신원리강아지,/channel/UCUKBryOxBtW7l9IRFfTyCXw,강아지,0,0,0,0,0,0,0
487,캐인유튜브,/channel/UC-8S20Ll1gzPiu_YY8BgyaQ,캐인,0,0,0,0,0,0,0
488,레지나Rezina,/channel/UCoGlmInGRIRoDg4NjAYv4-Q,레지나(유튜버),0,0,0,0,0,0,0
489,만득유튜브,/channel/UCLFaCqu7-o7NGqn_-uyKPBQ,만득(인터넷 방송인),0,0,0,0,0,0,0
490,무자비,/channel/UCPPuXI31ybWYB560T2uAeMg,무자비,0,0,0,0,0,0,0
491,김슬기 Seulgi KIM,/channel/UCsMjo3TqAQueM3LFWlsKnhw,김슬기,0,0,0,0,0,0,0
492,"포켓몬 공식 채널 Pok?mon Korea, Inc.",/channel/UCAhmOb9JWkI2HV_KIe9X_3A,포켓몬스터W,0,0,0,0,0,0,0
493,기뉴다GINEWDA,/channel/UCyJgLaAwEwGiLTl9ccd2haw,기뉴다,0,0,0,0,0,0,0
494,라넥갓,/channel/UC-Kk2qNHBsyyYy8kIIKMh8Q,라넥갓,0,0,0,0,0,0,0
495,ScuD?쁘르로세,/channel/UCs5Qp6yaCnsUGwqegqTEPKQ,쁘르로세,0,0,0,0,0,0,0
496,악시,/channel/UC58e7PIf49oMlDljMFPSy0w,악시,0,0,0,0,0,0,0
497,윤작까,/channel/UClA2xudL_XKm5HLY9yP8wyg,윤작까,0,0,0,0,0,0,0
498,우감독 [Director Woo],/channel/UCVbAEP8L2wR5dYvcWShwCsw,우감독,0,0,0,0,0,0,0
499,파크모,/channel/UCLdxLyuNHafN-1UlOs2BK8A,파크모,0,0,0,0,0,0,0
500,한국닌텐도 공식 채널,/channel/UCRCK5FCJtomQT3b88jXI_DA,한국닌텐도,0,0,0,0,0,0,0
501,타코리뷰,/channel/UCVes_P0Cc87L48_KvdyNX9w,타코리뷰,0,0,0,0,0,0,0
502,동호형,/channel/UCKr3S2aX4SyNkQTY-8UM86A,동호형,0,0,0,0,0,0,0
503,TV헤이스트,/channel/UCaiyyjmlyH70au7pzKE4jnQ,헤이스트TV,0,0,0,0,0,0,0
504,흑열전구,/channel/UC2IYsRiATGe71sLIOlSXGuw,흑열전구,0,0,0,0,0,0,0
505,미키스나,/channel/UCNday6XUUjYBs0fmjAmYTcg,미키스나,0,0,0,0,0,0,0
506,혜성,/channel/UCC1aXzKxN1P3WcpTh84-1OQ,혜성,0,0,0,0,0,0,0
507,시간의 숲,/channel/UCyfg0TBg4jwIqnX3uNADnhg,시간의 숲,0,0,0,0,0,0,0
508,핫도규 HOTDOGYU,/channel/UCHvz6pwNdtkhukP6oPOOnQg,핫도그,0,0,0,0,0,0,0
509,현솔,/channel/UCEWkdaR_6g6giiy8_vI6fmw,현솔,0,0,0,0,0,0,0
510,Dobby도비,/channel/UCvejyifMonPNXGLX-QFmYyw,도비,0,0,0,0,0,0,0
511,Bubsa Gaming,/channel/UCrBuJMx9qmXmxvQrmeI-TPA,TUBEPLE Gaming,0,0,0,0,0,0,0
512,Bung Korea,/channel/UCjFTY4_BJ4prXVmFow9x93g,Confinement,0,0,0,0,0,0,0
513,메이플스토리맑음,/channel/UC1dHu9GhbHH7RcHKyJdaOvA,맑음(유튜버),0,0,0,0,0,0,0
514,CAMAN카맨,/channel/UC3Md9z1EkkGs8htNkRG3Vew,카맨,0,0,0,0,0,0,0
515,한자,/channel/UCk5C4AR3uvmKwZYkIlSobbg,한자,0,0,0,0,0,0,0
516,쥐늑대 유튜브,/channel/UCugJ9oXLc7a_6B0yyCHdpSA,쥐늑대,0,0,0,0,0,0,0
517,긍정인,/channel/UCAm0pQmaq6dTcH2-qL6RQjQ,이중대,0,0,0,0,0,0,0
518,준밧드,/channel/UCDWlQ2AcGlcckdefjtF0goQ,준밧드,0,0,0,0,0,0,0
519,안내메시지,/channel/UCMswODzU1ZjjrLyUk7NfwPA,안내메시지,0,0,0,0,0,0,0
520,신용인의 게임채널,/channel/UCDrdTV9TcDx9-znGQAy6lzQ,신용인의 게임채널,0,0,0,0,0,0,0
521,서농,/channel/UC9nWnAJQDNBkJ_JlbKS-7VA,서농,0,0,0,0,0,0,0
522,병병병,/channel/UCLtZE7A3iN-oysHf5_vJYBA,병병병,0,0,0,0,0,0,0
523,표커,/channel/UCdF0eCyf5np3lPO4y1fJVdw,표커,0,0,0,0,0,0,0
524,저펄이,/channel/UCWMK0idJDBqwpueUiEXStCQ,저스트펄슨,0,0,0,0,0,0,0
525,THE SHY,/channel/UCT2iciPfSx1DmcYaf1MAFiA,강승록,0,0,0,0,0,0,0
526,엔씨소프트,/channel/UCbiqc9mdIz3XEH6LG5nCeMg,엔씨소프트,0,0,0,0,0,0,0
527,고뇌 [Gotube],/channel/UCfiarPVYi8ei4vZntToFYGg,고뇌(인터넷 방송인),0,0,0,0,0,0,0
528,Sky Nerf Guns,/channel/UCUJv3d2xXUDVhyKJ6BhzPGw,너프(장난감),0,0,0,0,0,0,0
529,입만산_김루윈,/channel/UCeRn_02zEifLqXxZkTpiXzA,이형주,0,0,0,0,0,0,0
530,안녕수야,/channel/UCm5suozTR8bN1o_5xRf9JrQ,안녕수야,0,0,0,0,0,0,0
531,괴물쥐팬OFFICIAL,/channel/UCz7gPLMK3PAXBTIEavZIXEg,괴물쥐,0,0,0,0,0,0,0
532,앵지,/channel/UC6jny3KnjnPLtSWYbrTqAtA,앵지,0,0,0,0,0,0,0
533,안기효TV,/channel/UCYG8tuvbQzWsDeoADyJFU8Q,안기효,0,0,0,0,0,0,0
534,우에하라아리,/channel/UC0EWVkB5mmeJ8z61rJWQTPg,우에하라아리,0,0,0,0,0,0,0
535,OVTV - 오비티비,/channel/UCcfuatJAWBygJ5Y3uPxTZsg,OVTV - 오비티비,0,0,0,0,0,0,0
536,이클리피아,/channel/UCRZURXN2vyCYzB9eYbSKQiw,이클리피아,0,0,0,0,0,0,0
537,하지,/channel/UCRmG4YBJMlBiH4rt8g2vNPw,하지,0,0,0,0,0,0,0
538,HAMA JUN,/channel/UCuWFQc0UEyNbT8v-pX83MjQ,HAMA JUN,0,0,0,0,0,0,0
539,불도그,/channel/UCBjPppB6FOLloYBUvgbqE_A,불도그,0,0,0,0,0,0,0
540,힙합가이,/channel/UC4ZsaUtdPtivLNNI5kozlDQ,가오가이,0,0,0,0,0,0,0
541,라간유튜브,/channel/UCqJB7rKizLzFYy2t_2rGahw,임경현,0,0,0,0,0,0,0
542,이중선,/channel/UCw7FqLmYfW-nAVhEd_grcZg,이중선,0,0,0,0,0,0,0
543,건곤,/channel/UCfO-Z1ZCFn9DF5217ZySjfw,건곤,0,0,0,0,0,0,0
544,유튜브박사장,/channel/UCqbx_XBQEA80FHsnLQOKXrw,박사장,0,0,0,0,0,0,0
545,Mihaya Gaming,/channel/UC5LL5w510Njr8heGeue1sEA,mihaya,0,0,0,0,0,0,0
546,Racing Park,/channel/UCAPVYRwD-6yYx85oqgFnqCw,CarX Drift Racing,0,0,0,0,0,0,0
547,라이언티,/channel/UChGrYmp0PTFef-XOjueNH6w,더빙레이디,0,0,0,0,0,0,0
548,나미춘 choontube,/channel/UCfUnRLITvC9bNpShAEIIhMA,윤태진,0,0,0,0,0,0,0
549,서봄,/channel/UCkQWAIUktzea2l8xT1GyVSg,서봄(유튜버),0,0,0,0,0,0,0
550,수닝유튜브,/channel/UC4i0dvptG3PokPjMx6r1zNQ,수닝,0,0,0,0,0,0,0
551,캡틴김수호,/channel/UCYaFxuv97e0qSx1MU9FvhGg,캡틴김수호,0,0,0,0,0,0,0
552,겜블비,/channel/UCGHtLohOnwNBhuJnPTjNo8g,더블비,0,0,0,0,0,0,0
553,게임저장소,/channel/UC4pUn2_URkvOvObfNcyvRzw,게임저장소,0,0,0,0,0,0,0
554,김호랭,/channel/UCZo3yJ0wjksu7AZAjPMCgbA,김호랭,0,0,0,0,0,0,0
555,김진우,/channel/UCweizAaKFQrSEYnleVOZqTA,지누(인터넷 방송인),0,0,0,0,0,0,0
556,리버스,/channel/UCFBGBsvOMA2gbxmnxgotsmw,리버스,0,0,0,0,0,0,0
557,플러리 Flurry,/channel/UCdZGwKwvi_i5BLvFzCj4FXw,조현수,0,0,0,0,0,0,0
558,웃소 게임즈,/channel/UCRMX7IWlG7Hqna2gDhGan_g,웃소,0,0,0,0,0,0,0
559,백설양,/channel/UCQPPzb7y4aJz6VV1F3v066g,백설양,0,0,0,0,0,0,0
560,TV효근,/channel/UCG8FY3eGM47TVmv8x5ZhA7A,효근,0,0,0,0,0,0,0
561,레고장인 채소골렘,/channel/UCYGtilUot-VLx6F-ubjg24Q,채소골렘,0,0,0,0,0,0,0
562,목츄리,/channel/UCzoX_XRk4Pd5thE2k59c2pw,Chu의 목츄리,0,0,0,0,0,0,0
563,강교생 KCS,/channel/UCF90fBrj4HP9VpdwGiQkrmQ,강교생,0,0,0,0,0,0,0
564,지수소녀 유튜브,/channel/UChzIscohei65H-7T-Pztaww,지수소녀,0,0,0,0,0,0,0
565,감블러,/channel/UCgmQJAJuiddthVUfJmWxltA,감블러,0,0,0,0,0,0,0
566,파닭Padalg,/channel/UCyGe1k6hJ-t7ZlYfYSmPdag,파닭,0,0,0,0,0,0,0
567,하솜,/channel/UC7xJ1J2TD7JwYlyL4RkBWmw,하솜,0,0,0,0,0,0,0
568,Baby HAPUM,/channel/UCs8zXRDTNzCdaNCioaENt5g,Baby HAPUM,0,0,0,0,0,0,0
569,에스카,/channel/UCoIoRtXGGPCaOE0qQHKXjvw,김인재,0,0,0,0,0,0,0
570,혁구,/channel/UC2HEQnILETT1x7V9iW3H1Kw,혁구,0,0,0,0,0,0,0
571,조디악,/channel/UC1b5zAyQWKa9KkIzC4wol0Q,조디악,0,0,0,0,0,0,0
572,스타크래프트,/channel/UClWPSY-fuGOIldrlUTqoEag,스타크래프트,0,0,0,0,0,0,0
573,배룡 TV,/channel/UCLstY59V0mohZmcSGd33cPw,배룡,0,0,0,0,0,0,0
574,곽민선,/channel/UCk0BKqdh8W4FR2eRTZ5Uoug,곽민선,0,0,0,0,0,0,0
575,레알이,/channel/UCpUMkvvodRfGDkVN27lFe3Q,레알이,0,0,0,0,0,0,0
576,Yellow character gameplay,/channel/UCymWBXiV4f_N-_xPgwmpEQA,Piggy(Book1),0,0,0,0,0,0,0
577,노력왕먼치,/channel/UCQfISxq5legTqOt1h1us6lg,노력왕먼치,0,0,0,0,0,0,0
578,임요환,/channel/UCbGzoa8xSdjr-B3UdI06yPA,임요환,0,0,0,0,0,0,0
579,가재맨,/channel/UCnkytUgy0CtWd06up9CjNxg,가재맨,0,0,0,0,0,0,0
580,김채호의 필름찢기,/channel/UCNbUh4ETUOSNq0HMMVjhieQ,김채호의 필름찢기,0,0,0,0,0,0,0
581,제독신ParkJunHyo,/channel/UCqpW5qIRfLkgnYtpe59Fapw,박준효,0,0,0,0,0,0,0
582,얍얍,/channel/UCnb4EuP3C0dxeika3b-bnXA,얍얍,0,0,0,0,0,0,0
583,주간신보석,/channel/UCY5Xbo2lSFqdDQGZJTXfFZA,원창연,0,0,0,0,0,0,0
584,YESOON,/channel/UCQEvlqmTcqU6SbjNhsft2wg,예순(유튜버),0,0,0,0,0,0,0
585,코뚱잉,/channel/UC4q2QOe3Ht73lVO-31JnkQQ,코뚱잉,0,0,0,0,0,0,0
586,게임넛 GAMENUT,/channel/UCMru5gvumXqykoro-yDwQCw,게임넛,0,0,0,0,0,0,0
587,성주로운 게임생활,/channel/UCfo5uQjcvpD7M3V29pgINnA,양띵/대규모 콘텐츠,0,0,0,0,0,0,0
588,이문주,/channel/UCfdLDnGcRM3okEOtocWNHuQ,이문주,0,0,0,0,0,0,0
589,주보리 JooBoRi,/channel/UCRkwhAO2CKNXPcFXAMfn0ng,주보리,0,0,0,0,0,0,0
590,설레임 TV,/channel/UC-sn1taSI0CEWg8n4M7WDMQ,설레임 에디션,0,0,0,0,0,0,0
591,플이,/channel/UCMmlqTsmThrRulFDlyhIUsw,플이,0,0,0,0,0,0,0
592,코지CoZy,/channel/UC7bDvA98eXIUiLMwXPfdF2Q,코지(동음이의어),0,0,0,0,0,0,0
593,LEE&lee리앤리,/channel/UCaxgabcQh_tiPIcZfOS8zXg,,0,0,0,0,0,0,0
594,OCK CLAY,/channel/UCBdRqVCFEAuJnfnHTW3RMPQ,아이언(가수),0,0,0,0,0,0,0
595,수학자,/channel/UC7Mc5ssSVpWzqH9mlRGEEAg,수학자,0,0,0,0,0,0,0
596,싸패TV,/channel/UCfycsfXKilVd-EBL9VC8RGA,싸패,0,0,0,0,0,0,0
597,Sun,/channel/UCCILo-Qu-OMAb1zpzDa6B3A,SUN,0,0,0,0,0,0,0
598,도멘TV [DOTUBE],/channel/UCFHUplScMiWTjJrtv4hxWmg,도재욱,0,0,0,0,0,0,0
599,에프람,/channel/UCVgTydj9KUfDm_qmXPtx0FA,김주호(프로게이머),0,0,0,0,0,0,0
600,금융인 강은호,/channel/UC9pCNmC-Ovq2sRfHIwLDuIg,강은호,0,0,0,0,0,0,0
601,dragonvillage_official,/channel/UC6g-3ON3MpaiUuxBg25CZAg,드래곤빌리지,0,0,0,0,0,0,0
602,로자르TV,/channel/UCuwnt_REmD4YsCtFJRoqjFw,로자르,0,0,0,0,0,0,0
603,고래쉬,/channel/UCCWcDTQwUzYxxQNxP17F-Rw,고래쉬,0,0,0,0,0,0,0
604,신성조,/channel/UCNCZoEdHHuF76DZ78IBJvlQ,신성조,0,0,0,0,0,0,0
605,새루 유튜브/SaeRu YouTube,/channel/UCzZepWSPs2VCpCirB3zGgtw,새루,0,0,0,0,0,0,0
606,BJ섭이 FIFA4 S2 Korea,/channel/UCKd2rI7xVJm86kav7okWC6A,김승섭(프로게이머),0,0,0,0,0,0,0
607,랑께님,/channel/UCkye8NKh9-zmsi466P_stcA,랑께님,0,0,0,0,0,0,0
608,요루루유튜브,/channel/UCXCa03lRK6tlntZoJ7TUWRw,요루루,0,0,0,0,0,0,0
609,다누리,/channel/UCtcw3t27H9qFwcdAujrDEyQ,다누리,0,0,0,0,0,0,0
610,연두부 YouTube,/channel/UCmOmhm_p0UEwcPkAmotX8RQ,연두부(인터넷 방송인),0,0,0,0,0,0,0
611,MGTV,/channel/UCKymUugOQ8dkT7dZ4KmK_3g,후난 방송영상 그룹,0,0,0,0,0,0,0
612,살타 Salta,/channel/UCsbo5VemDR505Etd5ZKnWNA,살타,0,0,0,0,0,0,0
613,YunMot,/channel/UCWtPonhrTEf25p9nONwBwYQ,,0,0,0,0,0,0,0
614,솜사탕,/channel/UClfxB3OFyNkolbCEXp-5v1w,솜사탕(유튜버),0,0,0,0,0,0,0
615,초승달,/channel/UCxx7UvIhPkEQxaplaWS2hLg,초승달(인터넷 방송인),0,0,0,0,0,0,0
616,신속,/channel/UC0hk2D145ogyBYMKjylWkkw,신속(인터넷 방송인),0,0,0,0,0,0,0
617,허블렛TV,/channel/UCJriMiQFo5023wkc2hWaiuA,허블렛,0,0,0,0,0,0,0
618,에어비스,/channel/UCXybGky1c_63xzXFzI0eU8A,에어비스,0,0,0,0,0,0,0
619,Nizzotch,/channel/UC3XJRyvLD7rvsVFCFS1IX0A,,0,0,0,0,0,0,0
620,MapleStory_KR,/channel/UCU_hKD03cUTCvnOJpEmKvCg,메이플스토리,0,0,0,0,0,0,0
621,김승희 KIMSEUNGHEE,/channel/UCPZkUGXQrWKqWFCfDMaZxhA,김승희(모델),0,0,0,0,0,0,0
622,나이스게임TV,/channel/UCVR8eG4I5Fies8NQFWF-KsA,나이스게임TV,0,0,0,0,0,0,0
623,만취한 오박사 Drunk Oak,/channel/UC0iFX-aClxo7TM6fE8K0duQ,만취한 오박사,0,0,0,0,0,0,0
624,라이너TV,/channel/UCqgRbodod44OjLp9tqpgkPw,라이너(인터넷 방송인),0,0,0,0,0,0,0
625,항심,/channel/UCX1s-RbSfskDNPnrwH3GvKQ,항심,0,0,0,0,0,0,0
626,주식회사 중계진,/channel/UCNymqCXr3sxL8dnmO_jScuA,이승원(게임 해설가),0,0,0,0,0,0,0
627,카오,/channel/UCXkY64Z4UW9XEluhplCJafQ,카오(유튜버),0,0,0,0,0,0,0
628,中譯版今日韓服精華,/channel/UCLrMXBAgIPbOPR0h_6xWVrA,나무위키,0,0,0,0,0,0,0
629,Play with Toy,/channel/UChvR-r6dtgPkXhY4rvPgq2A,배틀토이,0,0,0,0,0,0,0
630,프로즈,/channel/UCww3MeqGQnIatVvEr3pSjhA,프로즈(유튜버),0,0,0,0,0,0,0
631,ROBLOX 해달선,/channel/UCwqLV5Xndjm4Wztk-c7IMjQ,해달선,0,0,0,0,0,0,0
632,김기열,/channel/UCf8xJL-CznwfW7W2LO3y_EQ,김기열,0,0,0,0,0,0,0
633,사이,/channel/UCqEoc6yuYRg5CFG4NIG8euQ,사이,0,0,0,0,0,0,0
634,닼발DACKBAL,/channel/UCQIx6hvYi2eurTCAum1HNyQ,닼발,0,0,0,0,0,0,0
635,축덕,/channel/UCj1Q64mwSIbGSJXZjhuAnLQ,축덕,0,0,0,0,0,0,0
636,Polypuff,/channel/UC0aFOAetT4Hur0qmOnmmbBA,,0,0,0,0,0,0,0
637,정윤종,/channel/UCGyIKWpa4cbKJQIc2hNmVJA,정윤종,0,0,0,0,0,0,0
638,코태(Kotae),/channel/UCJFkH0p-M4_WEaHvLqWnkIg,,0,0,0,0,0,0,0
639,LinkTrader,/channel/UC8JzTlzwWkbyQuXaYDb00nA,,0,0,0,0,0,0,0
640,눈가루,/channel/UCAXuZuWLv9oLq6SEXnOppNA,눈가루TV,0,0,0,0,0,0,0
